brand,product_name,mention_count,avg_score,score_std,score_distribution,top_strengths,top_weaknesses,target_audience,trigger_count,triggers,ad_count
바닐라코,바닐라코 에센스 스킨 듀 쿠션,9,3.33,1.0,1점:1건 / 3점:3건 / 4점:5건,"극강의 오일리한 광채(1), 건성 피부에 적합(1), 맑고 투명한 피부 표현(1)","낮은 커버력(2), 요철 부각(1)","건성(5), 겨울철(4), 반딱반딱한 광 선호(1), 극건성 피부(1), 하이라이터 용도(1)",8,진짜 반딱반딱한 광 좋아하시는 분들이거나 아니면 내 피부는 건조해서 뭘 발라도 건조하다. 아니면 뭘 발라도 강이 안 난다. 그러신 분들이라면 요거 한번 써 보세요. ||| 요철이 엄청 심하시거나 모공이 왕모공 현무함이시거나 그리고 막 트러블이 좀 가를게 많다 싶으신 분들은 이거 무조건 피하시는게 맞거든요. 지성분들 포함. ||| 근데 공음을 보니까 애초에 재형을 찍을 때 매시망을 문질러서 퍼프에서 블렌딩해 준 뒤 그걸 두드려 발라 주는게 예쁘더라고요. 그래서 휘두마트 바르기는 쉽지 않았고 약간의 기술이 필요한 쿠션이었어요. ||| 근데 여러분 그거는 있어요. 이게 아무래도 글로우 타입이잖아요.데 물론 글로우 타입 중에서도 모궁 커버가 잘 되는 제품들이 간혹 있긴 한데 이 정면에서 봤을 때 모공이랑 흉이 잘 커버가 됐음에도 불구하고 조금은 구멍들이 어 나 여기 있어 하고 드러나 보이는 그런 표현이 남아 있기는 해요. ||| 바닐라코 에센스 스킨듀 쿠션 같은 경우는 건성이 썼을 때 피부 표현도 되게 촉촉해 보이고 예쁜데이 퍼프의 궁합이 완전 찰떡 같다라는 느낌은 안 들거든요. ||| 악건성분들이 바르면은 그 광 다 흡수해 버려서 그 퍼한 피부에는 또이 정도까지는 아닐 수도 있어요. ||| 어쩔 때는 피부 컨디션에 따라 어쩔 때는 스킨케어 조합에 따라이 제형이 때처럼 밀 때도 있고 목음 낄 때도 있고 그렇더라고요. ||| 저는 직접 사용해 보니까 환절기에 잘 사용할 촉촉한 쿠션인데 저는 생각보다 커버력도 좋고 촉촉해서 괜찮았던 쿠션이에요.이 쿠션도 살짝 기초와 궁합이 조금 갈리는 쿠션이긴 하지만 일단 괜찮았습니다.,0
어뮤즈,어뮤즈 에어리 포어 커버 쿠션,8,4.12,1.13,2점:1건 / 3점:1건 / 4점:2건 / 5점:4건,"압도적인 모공 커버(1), 유분 안 나옴(1), 붉은기/푸른기 커버 잘 됨(1)","수정화장 시 들뜸/각질 부각(1), 스킨케어 짱짱하게 필요(1)","여름철(3), 지성(3), 보송한 표현 선호(1), 번들거림 잘 잡고 싶은 지성 피부(1), 높은 커버력 선호(1)",6,근데 비탐지도요 제품 바를 때 꿀팁이 하나 있어요. 이렇게 그냥 바로 두들이면 안 되는 거 같아. 그렇게 되면 어떻게 되냐면 모공이 요런 식으로 드러나요. 구멍이 뽕뽕뽕. 그래서 얘는 처음에 바를 때 쓸면서 넣어 줘야 돼. 이렇게 약간 구멍에 끼더라도 먼저 넣어 주고 그다음에 두들겨 줘야지 그 모은 구멍이 뽕뽕 뚫려 보이는 현상이 없네요. ||| 난 좀 무너질 때 톤업패도로 닦아 내고 수정하자 할 수 있다 하시면 이거 잘 쓰실 거 같은데 그렇다고 해도 건조한 피부는 어려울 것 같아요. ||| 대신 건성이나 수부지는 수정을 막 자주 한다거나 스킨케어 컨디션에 따라서 들 뜨거나 건조할 수 있어서 주의가 필요해요. ||| 요거는 지성이나 수부지라면 합격. 건성이랑 속건조라면 킹키어 진짜 신경 써 줄게. 기억 꼭 해 주세요. ||| 코도 그 처음에 발랐을 때는 모공에 다 끼고 조금 안 예뻤었었는데 그 유분이 올라오니까 지금 모공이 어디 있는지도 모를만큼 매끈하게 딱 광막이 씌어진 느낌이에요. ||| 근데 이거는 어느 쿠션이든 이 정도 모고 커버는 할 수 있을 거 같다.,0
투쿨포스쿨,투쿨포스쿨 픽싱 커버 핏 쿠션,7,3.0,0.82,2점:2건 / 3점:3건 / 4점:2건,"높은 커버력(3), 좋은 커버력(1), 부담 없는 피부 표현(1)","컬러가 밝게 나옴(1), 두껍게 발리면 모공 부각(1)","지성(2), 화장 진하게 하는 편(1), 유분감 있는 피부(1), 부분 파우더 처리 가능(1), 높은 커버력과 픽싱력 선호(1)",7,"웬만하면 한 반 톤 정도 낮춰서 쓰시는 걸 추천드려요. ||| 그래도 내 피부가 좀 건조하다 하면 요거는 패스하셔야 될 거 같은게 이게 처음 바를 때랑 다르게 좀 굳두듯이 픽싱이 되잖아요. 그러면 저 같이 건조한 피부는 속이 당겨요. ||| 얘 양조만 잘하면 그리고 지성피부한테 되게 한 줄기 빛이 될 수도 있겠다라는 생각이 들어요. ||| 아 근데 그건 있다, 여러분. 이게 진짜 파우더리한 사용감이 많다 보니까 이렇게 밀면서 바르면 뭔가 커버가 쓸 것 같은 그런 느낌이 약간 들어요. ||| 건성이나 수부지 피부분들이 사용하셨을 때는 스킨케어를 정말 촉촉하게 해 주셔야 될 거 같아요. 그렇지 않으면 속건조가 있을 것 같고 지성 피부이신 분들은 이거 깔아 주시고 무조건 파우더 처리까지 해 주셔야 될 것 같습니다. ||| 이거 밀면 안 될 거 같은데 왜냐면 밀면 이게 픽싱이 조금 빨리 되는 편인 거 같다 했잖아요. 그 앞에 콕찍은 적은 양으로 그냥 살살살 발라주고 있거든요. ||| 밀착력이 조금 부족하고 컬러가 다소 밝게 나온 편이라 테스트 필수해요.",0
라네즈,라네즈 네오 쿠션 뮤이,7,4.29,0.76,3점:1건 / 4점:3건 / 5점:3건,"스미듯이 발리는 신기술(1), 피부 편안함(1), 얇고 촉촉함(1)","9월 신상들 사이에서의 화제성 부족(1), 커버력이 높지 않음(1)","수부지(2), 모공 고민러(1), 얇고 가벼운 밀착 선호자(1), 건성(1), 여름(1)",5,"""4계절 내내 좋지만, 신상들이 쏟아지는 9월에 이걸 쟁여두라고 하기엔 조금 어려울 수 있겠다."" ||| 얇아서 밝기를 몇 토에 맞춰야 할지 궁금해요. 밝은 피부시면은 사실 크게 성공 있으셔도 될 거 같고 피부톤이 어두우신 분들 있죠. 23호, 24호 이렇게 약간 어두우신 분들은 살짝 톤업 한 치수 정도 높은 거 쓰셔도 약간 톤업 효과와 함께 괜찮아. 쓸 만할 것 같고 봐뒀다가 직접 테스트해 보는게 사실 제일 좋죠. ||| 근데 안 무너지지만 피오피 예뻤으면 좋겠어 하시는 분들한테 딱인 것 같아요. ||| 기존에 21 N 컬러를 사용하시던 분들이 컬러를 선택할 때 어 왜 뉴트럴이 없지? 파식코 같기도 하고요. 또 뉴트럴 컬러 좋아하시는 분들은 그 웜과 쿨 사이에 그 뭉근한 상빛 느낌을 좋아해서 고르시는 분들이 계시잖아요. 근데 대신에 이 새로 추가된 원베이지 컬러가 그렇게 누랑누랑하게 놀았지 않더라고요. 저 지금도 이 21 W 바른 거거든요. 엄청 놀랗지 않죠? 이게 다른 브랜드들에서 나오는 21N 정도 컬러. 그래서 원베이지랑 쿨베이지 두 컬러 모두 피부에 올렸을 때 이 베이스 컬러가 와 도드러지지 않고요. 피부톤에 딱 잘 붙는 안정적인 컬러로 발색되기 때문에 너무 누랄까 걱정하지 마시고 깔끔하게 웜톤인 분들은 원베이지, 쿨톤인 분들은요 쿨이지 이렇게 고르시면 될 거 같아요. ||| 그런데 이 재형은 양을 좀 많이 하면 도톰하게 느껴지는 제형이라서 수정화장 할 때 진짜 적은 양으로 하시는게 중요하고요",2
에스쁘아,에스쁘아 비벨벳 커버쿠션,6,4.17,1.17,2점:1건 / 4점:2건 / 5점:3건,"가장 화사하고 밝음(1), 아이보리 컬러(1), 붉은기 잘 잡음(1)","다크닝 살짝 있음(2), 다른 브랜드 19호 정도의 밝기(1)","지성(2), 수부지(2), 노란기가 돌지만 화사한 21호를 원하는 사람(1), 피부가 밝아 보이는 것을 선호(1), 붉은기 커버 원하는 사람(1)",5,"노란기가 조금 도는데 나 좀 화사한 그런 21호가 되고 싶어. 피부가 좀 밝아 보이는게 내가 예뻐 보여. 그러신 분들은 에스퍼야 21 아이보리 요걸 선택하면 되는 거죠. ||| 대신 밀어서 수정하면 좀 뜯겨 나가듯이 돼 가지고 복고 불가니까 수정화장은 꼭 필요할 때만 그냥 살살 누르기만 해 주세요. ||| 무조건 항상 잡을 가리기 위해서 두 겹을 발라야 한다라고 하면은 손이 엄청나게 많이 갈 것 같지는 않은데 그래도 얘가 두 겹 치고는 피부에서 느껴지는 느낌이 밀착이 확이 있기 때문에 그래도 좀 얇고 콤팩트하게 마무리 된다 보시기에도 지금 여기만 바른 건데 목, 코 이마랑 비교했을 때 엄청나게 튀게 색이 발색이 되지는 않죠. ||| 정말 피부 컨디션이 안 좋다면은 여기다가 톤업패드를 단 1, 2분이라도 하고 발라 보세요. 그러면 그냥 미끄러지듯 발립니다. ||| 다크닝이 살짝 아쉬울 수 있지만 살짝 밝게 올라오기 때문에 저는 오히려 잘 맞았어요.",0
헤라,헤라 블랙 쿠션 ,6,4.17,0.75,3점:1건 / 4점:3건 / 5점:2건,"지속력 대박(1), 커버력 좋음(1), 피부에 착붙음(1)","시간 지나면서 색감 변화 심함(1), 가격대가 가장 높음(1)","모든 피부 타입 (스킨케어 조절 필요)(1), 높은 커버력과 지속력 선호(1), 매끈한 마감 선호(1), 지성 피부(1), 여름철(1)",4,추천 피부 타입은 유분감이 막 나오거나 아주 건조한 쿠션이 아니다 보니까 모든 피부 타입이 다 잘 쓸 수 있을 것 같은데 피부 타입에 따라서 스킨케어만 잘 조절해서 써 주시면 될 거 같아요. ||| 내가 느끼기 헤라 쿠션은 세미매트에서 매트의 사이 너무 적적 갈라지진 않지만 그렇다고 살짝 윤광해 두는 그런 세미트는 아닌 정도. ||| 근데 얘는 혼납자고 약간 파우더 성분이 들어가 있기 때문에 트러블 피부는 약간 주의는 하셔야 된다. ||| 이 이 쿠션이 어둡게 나왔다는 평이 많아서 제가 평소 19호를 사용하지만 17호를 사용해 봤거든요. 그런데 정샘물 쿠션이랑 마찬가지로 화사한 느낌이 아니라요. 19인 제가 썼을 때는 뭔가 누럽고 어둡게 느껴졌어요. 그렇다고 제가 13호를 써 버리면 이건 너무 밝아지니까 컬러 선택이 어렵더라고요.,0
헤브블루,헤브블루 메이크업 프로 엑토인 트리 세미매트 핏 쿠션,6,3.5,1.05,2점:1건 / 3점:2건 / 4점:2건 / 5점:1건,"순함(1), 여드름 피부에 잘 맞음(1), 자극 없음(1)","커버력 낮음 (컨실러 필수)(1), 흰기 도는 컬러(1)","피부 예민(1), 여드름 피부(1), 예민 민감성(1), 가벼운 피부 표현 선호(1), 수부지(1)",4,그러면은 파넬 살까요? 해브 블루 살까요? ||| 여러분 이렇게 얇은 거 좋아하시는 분들 약간 썸 쿠션 정도 좋아하시는 분들은 좋아하실 것 같은데요. ||| 촉촉하다 보니까 기존 베이스를 살짝 밀면서 수정화장 되는 느낌이 있거든요. 그래서 힘 조절 좀 잘해 주셔야 될 거 같아요. 살살살 제형을 얹어 주시면은 밀리는 거 없이 잘 발리고요. ||| 내가 평소에 피지가 좀 많이 올라온다 하시는 분들은 이 쿠션이 아 많이 지워진다라고 느끼실 수 있을 것 같아요.,1
클리오,클리오 킬커버 메쉬 블러 쿠션,5,3.6,1.67,1점:1건 / 3점:1건 / 4점:1건 / 5점:2건,"높은 커버력(4), 모공 요철 커버(1), 은은한 결광 세미매트(1)","빠른 픽싱으로 찍힘 가능성(1), 팔자 주름 끼임(1)","수부지(2), 환절기 건성(1), 피부결 예뻐 보이고 모공 요철 커버 선호(1), 스킨케어 잘한 건성(1), 커버력 중시(1)",4,"건성분들 스킨케어 잘해 주시고 발라야 될 거 같아요. ||| 비지들 중에 뭐 모공이 많이 없으신 분들도 있을 거고 장각질이 많이 없으신 분들도 계실 거잖아요. 그런 분들은 괜찮지 않을까라는 생각도 들기는 해요. ||| 촉촉한데 그 광이 되게 직접적인 그런 촉촉함이 아니라 역시나 윤광이고 되게 허해 가지고 여러분들이 약간 되게 어, 뭐야? 저거 또 많이 바른 거 아니야? 이랬을 거예요, 아마. 그리고 시간이 지나면 다시 또 지금 보시면은 처음 발랐을 때보다 그 허했던게 다시 또 쫙 스며들죠. ||| 근데 저는 분명히 속건조가 있는 사람이란 말이죠. 바르고 나서는 5시간, 6여시간 지났을 때는 유분기가 올라오는 걸 느낄 수가 있었는데이 광체감이 어떻게 봤을 때는 예쁜 윤광처럼 보이고 어떻게 봤을 때는 살짝 기름이 지저분하게 보이다 보니까 요거 스킨케어를 조금 탈 것 같더라고요.",0
VDL,VDL 커버스테인 하이커버 쿠션,5,3.4,1.52,1점:1건 / 3점:1건 / 4점:2건 / 5점:1건,"높은 커버력(1), 깔끔한 모공 커버(1), 우수한 픽싱력(1)","건성에게 건조할 수 있음(1), 시간 경과 후 각질 부각 무너짐(1)","깐달걀 피부 표현 선호(1), 세미매트 선호(1), 유분감 많고 잡티 많은 지성 피부(1), 고커버 선호(1), 쿨링감 선호(1)",2,건성분들은 스킨케어를 굉장히 잘해 주고 바르셔야 될 그런 쿠션이기는 해요. 그래도 재형감이 좀 잘 빠졌기 때문에 퍼석퍼하진 않으나 밀도감이 좀 있기 때문에 건성분들이 스킨케어을 어쨌든 잘해 주셔야지 뭉치지 않을 쿠션입니다. ||| 제가 봤을 때 이건 어떻게 발라야 하는 거냐면 아까 말씀드렸다시피 반드시 피부에 촉촉함이 남아 있을 때요 쿠션을 바르셔야 되고요. 모공 부분만 진짜 빠르게 짧게 밀어 가지고 탁 하고 바로 꾹꾹 눌러서 채워듯이 바르고 마무리는 무조건 힘 약하게 도어 더어 이렇게 마무리를 해 줘야 돼요.,0
지베르니,지베르니 밀착 커버 쿠션,5,4.0,0.71,3점:1건 / 4점:3건 / 5점:1건,"가볍고 밀착력 좋음(1), 커버력 좋음(1), 예쁜 무너짐(1)","양 조절 어려움(1), 컬러가 어둡게 나옴(1)","수부지(2), 지성(1), 내추럴한 피부 표현 선호(1), 따뜻한 느낌과 살짝 붉은기 선호(1), 여름(1)",4,"무너지긴 무너져요. 아예 안 무너진다고는 안 할게요. 근데 예쁘게 무너진다. ||| 촉촉에서는 매트에 살짝 가까운 정도의 요런 요런 느낌이에요. ||| ""커버력이 확 있기 때문에 피부가 막 투명하게 보인다 이런 느낌은 아니고... 커버 빡되는 거 좋아하시는 분들이 진짜 좋아할 것 같은"" ||| 제가 원래 22호를 사용하는데 밝게 사용해서 다크닝이 안 느껴진 걸 수도 있어요.",0
네이밍,네이밍 제로 그래비티 커버 업 쿠션 ,5,3.2,0.84,2점:1건 / 3점:2건 / 4점:2건,"예쁜 피부 표현(1), 좋은 지속력(1), 커버력 레이어링 가능(1)","지속력 아쉬움(1), 얇게 바르면 날아감(1)","커버력 중시 지성(1), 건성(1), 복합성(1), 붉은기 많은 피부(1), 고커버 선호(1)",4,그래서 적당한 두께감으로 바르면 제일 예쁘게 바를 수 있는데 제가 이리저리 발라본 결과 이런 모공 있는 곳들은 좀 얇게 약간 밀어서 채워듯이 바르고 코 옆부분은 파우더 처리 꼼꼼하게 요렇게 바르는게 제일 괜찮았어요. ||| 아마 예상컨데 비탐지들이 언니한테요 제품 찰떡인 거 같아요라고 말씀해 주시는 분들이 꽤 계실 것 같은데 그 이유가 있다면 아마 컬러 때문일 것 같아요. 제가 봐도 컬러가 제 피부에 진짜 잘 받아요. 근데 비탐지들이 알아 주셔야 되는 거는 제가 좀 노란기가 많은 피부라는 거. 그래서 노란기가 많이 없는 비탐지들이라고 하면은요 컬러가 너무 노랗게 느껴지실 수도 있어요. 참고해 주시면 좋을 것 같고요. ||| 얘를 한번 이거 싹싹 밀듯이 한번 좀 먼저 바르세요. 얇게 거의 피부 빛이 그렇게 바르신 다음에 얇게 해 가지고요 위에다 이렇게 쏙쏙 얹지면은 제일 그래도 쿠션이 예쁘게 표현되는 편이죠. ||| 근데 이게 유의할게 막 바르면은 약간 모공이랑 요철이 부각되는 느낌이 좀 있거든요. 그래서 많은 양 한 번에 바르시지 말고 조금씩 찍어서 펴바르면은 무난하고 오래 가는 피부결 만들 수 있어요.,0
비디비치,비디비치 누드 퍼펙션 스킨 핏 쿠션,5,3.6,1.14,2점:1건 / 3점:1건 / 4점:2건 / 5점:1건,"얇게 발림(2), 아이보리 빛 상아빛(1), 화사해 보임(1)","파우더리한 질감과 궁합 안 좋음(1), 다크닝 살짝 있음(1)","화사하면서 자연스러운 21호를 원하는 사람(1), 극건성 (세미 매트 표현)(1), 지성 (광채 표현)(1), 물광(1), 촉촉(1)",5,나는 조금만 화사해지면서 좀 자연스러운 느낌의 그런 21호로 할래 그럴 경우에요 두 개가 남잖아요. 그 중에서도 조금 더 화사한게요 b디예요. ||| 그래서이 쿠션은 극건성 분들이 세미 매트 표현하고 싶거나 아니면 오히려 지성분들이 광차르 표현하고 싶다 할 때 쓸 수 있는 그런 쿠션 느낌인데 바르실 때는 두껍지 않게 바르고 또 부분부분만 파우더 처리해서 바르시면 더 예쁘게 바르실 수 있을 거예요. ||| 사실 요런 거는 취향 차이기 때문에 저와는 다르게 모공이 많지 않다 하시는 분들은 이 스킨빛도 꽤 만족하면 사용 가능할 것 같다는 생각이 들고 ||| 그렇다고 해서 커버력이 모자라거나 그런 거 절대 아니고 커버는 잘 되는데 되게 얇고 맑은 느낌이에요. ||| 개인적으로는 수부지나 지성분들이라면 밀착력이 조금 떨어진다고 느낄 수도 있다 보니까요 점은 참고해 주시면 좋을 거 같고요.,0
바닐라코,바닐라코 커버리셔스 얼티밋 화이트 쿠션,5,3.6,1.67,1점:1건 / 3점:1건 / 4점:1건 / 5점:2건,"커버력 높음(1), 픽싱력 좋음(1), 잘 안 지워짐(1)","건조함(1), 다크닝 심함(1)","커버력 높은 쿠션을 찾는 지성 피부(1), 김이나 잡티 커버 원하는 사람(1), 얇고 깨끗한 피부 표현 선호(1), 수부지(1), 지성(1)",5,추천드리는 피부 타입은 커버력이 높은 쿠션을 찾는 지성 피부분들 추천드리고요. 피부가 좀 많이 건조하시거나 난 다크닝은 못 차는 분들은 테스하셔도 괜찮을 것 같아요. ||| 아까 바닐라코가 두껍다라는 얘기 많이 들었어요라고 하신 분들은 아까 제가 바른 방법대로 쿠션 한번 그렇게 발라 보세요. 제품이 반이라면 반은 또 어떻게 우리가 그거를 사용하고 활용하느냐가 또 굉장히 중요하거든요. ||| 저는 워낙에 간경 글로우파하고 또 쿠션을 고를 때 편한 걸 중요하게 생각을 하다 보니깐요. 이런 무게감이 있는 제형에 익숙지 않거든요. 게다가 워낙에 피부가 얇기 때문에 다른 분들에 비해서 이런 답답함이 더 잘 느껴졌던 거 같아요. ||| 수부지 피부 기준 살짝 건조할 수 있긴 하지만 여름에는 이만 원 쿠션이 없을 정도로 괜찮은 편이에요. ||| 쿠션이 건성분들이나 수부지 건조하신 피부분들은 바로 뭔가 겨울에 이렇게 바르면 좀 건조하다 느낌이 들 수도 있잖아요. 아무래도 세이트다 보니까.,1
힌스,힌스 세컨 스킨 글로우 쿠션,4,4.0,0.82,3점:1건 / 4점:2건 / 5점:1건,"화사한 컬러(1), 좋은 커버력(1), 좋은 지속력(1)","양 조절 필수(1), 코 옆 아주 미세한 건조함(1)","지성(2), 수부지(1), 사계절(1), 광 부담 없이 깔끔한 피부 표현 선호(1), 모공(1)",3,개인적으로 이 느낌 그대로 21호 라인에 쿨톤 버전 컬러가 나왔으면 진짜 좋을 거 같아요. ||| 함부로 평균을 낼 수 없지만 요즘 좀 좋아하는 피부표는 난 아닌 거 같아요. >> 그러니까 조금 에이지가 있으신 우리 어머님 분들이나 좀 커버할게 있는 분들이 좀 선호하지 않을까? ||| 다만 좀 단점이 있는데 이게 매시망이라 그런지 오래 쓰면은 제형이 쓸수록 좀 마르고 안 좋아지는 느낌. 그래서 처음에 진짜 잘 쓰다가 수정하다 보면 베이스가 뜯기는 순간이 오거든요. 그때 리피를 갈아 줘야 돼요.,0
자빈드서울,자빈드서울 윙크 쿠션,4,4.5,0.58,4점:2건 / 5점:2건,"얇게 발림(2), 다크닝 없음(1), 매끈한 피부 표현(1)","낮은 커버력(1), 레이어링 어려움(1)","매트하지만 두껍지 않은 표현 선호(1), 자연스러운 피부 표현 선호(1), 지복합성(1), 세미매트 선호(1), 똥손(1)",3,나는 매트한게 좋은데 unk&gt;unk하거나 두꺼운 느낌은 싫다 하시면 이 쿠션 가셔야 돼요. ||| 구매할 당시에는 약간 더웠던 날씨라 자연스러운 컬러를 선택했는데 긴파을 입으니까 피부 톤이 자연스러우니까 뭔가 조금 아쉬운 느낌. 이 컬러를 한 톤 올려서 선택하면 좋을 거 같고 ||| 아 근데 얘가 조금 예민하다고 제가 생각이 드는게 뭐냐면 스킨케어를 좀 타더라고요. 기초를 좀 대충 바르거나 유분이 좀 많은 거 바르거나 스킨케어를 갑자기 내가 뭔가 테스트하고 싶어서 바꿨다 그러면은 들뜸이 진짜 좀 빠르게 올라오고 아 다크닝도 빠르게 올라오는 거예요.,0
아누아,아누아 결 쿠션,4,4.25,0.5,4점:3건 / 5점:1건,"촉촉한 글로우 표현(1), 쫀쫀한 퍼프(1), 끼임 없는 밀착력(1)","양 조절 필수(1), 모공/잡티 커버력 아쉬움(1)","건성(1), 가을(1), 겨울(1), 촉촉하고 편안한 피부 표현 선호(1), 화사하게 밝아지는 베이스 선호(1)",3,기존에 세미매트 쿠션이 너무 안 맞았던 분들 근로우함을 어느 정도 즐기시는 분들은 좋아할 쿠션인 거 같기는 한데 지속력이 관건이겠다. ||| 속들뜸은 미세하게 있어서 급근성 피부는 기초를 확실히 해 줘야 예쁘게 유지될 거 같아요. ||| 차분한 표현 좋아하는 21호 기준 2호는 반 톤 정도 업시켜서 화사하게 표현되는듯한 느낌이 있고 2.5호는 얼룩덜룩한 내 피부에서 가장 맑은 부분의 컬러로 쫙 깔아주는 정도 내 피부 컬러지만 맑아 보이는 느낌이라는 생각이 들었어요.,0
에스쁘아,에스쁘아 비글로우 볼륨 쿠션,4,3.75,1.26,2점:1건 / 4점:2건 / 5점:1건,"자연스러운 볼륨감(1), 데일리 결 표현(1), 균일하고 안정적인 윤광(1)","낮은 커버력(2), 코 옆 붉은기 커버 약함(1)","자연스러운 컬러(1), 광 베이스 선호(1), 가벼운 세미글로우 선호(1), 광 균일(1), 볼륨감 있는 피부 표현 선호(1)",3,다만 모공 커버나 커버력을 중요하게 생각하신다면 컨실러 같이 병행하셔야 돼요. ||| 커버할게 많은 분들은 조금 불만족스러울 수도 있지만 너무 또 번들거리지도 않더라고. ||| 다크닝을 생각하면 한 톤 올려서 선택하시는 거 추천드려요.,0
프레시안,프레시안 펩타세럼 쿠션,4,4.0,0.82,3점:1건 / 4점:2건 / 5점:1건,"퍼프와 제형의 미친 궁합(1), 산뜻한 수분 세럼 제형(1), 수정 화장 시 압도적 깔끔함(1)","레몬 향이 다소 진함(1), 시간이 지나면 눈가 잔주름 끼임 발생(1)","투명하고 산뜻한 글로우 표현 선호자(1), 에스쁘아 비네추럴 쿠션 팬층(1), 쫀쫀한 피부 표현 선호(1), 모공 커버 중요(1), 여름~가을(1)",3,"""투슬포보다 더 산뜻하게 촉촉해요. ... 이 퍼프 진짜 따로 팔아 주셨으면 좋겠어요. 프레시안 쿠션 진짜 수정화장용으로 추천."" ||| 그래도 다크닝을 크게 걱정할 필요는 없는 쿠션이긴 하지만 오늘 다크닝 좀 왔는데 하는 날은 반 톤 정도 왔었고 이날은 거의 안 왔습니다. ||| 특히 요 프레쉬안 쿠션은 오일 성분만 9가지가 넘기 때문에 개봉하자마자 그냥 메쉬망 위에 오일이 떠 있는 게 보이더라고요 꼭 잘 섞어주시고 퍼프로 살짝 눌러도 흠뻑 적셔집니다",0
토니모리,토니모리 스킨톤 픽싱커버쿠션,4,4.5,0.58,4점:2건 / 5점:2건,"모공/요철 커버 상(1), 블러 필터 효과(1), 밀착력 좋음(1)","잡티 커버 중하(1), 금손 필요(1)","요철(2), 모공(1), 블랙헤드 고민(1), 지성(1), 복합성(1)",1,건성했으면 약간 건조하거나 뜬다고 느낄 수도 있을 것 같아요. 그리고 이것도 무기 자차기 때문에 완전 트러블성 피부는 모공이나 요런 거 주의하셔야 됩니다.,0
티르티르,티르티르 마스크 핏 AI 필터 쿠션,3,3.67,0.58,3점:1건 / 4점:2건,"내추럴한 컬러(1), 컬러 존재감 강함(1), 미친 커버력(1)","두껍게 바르면 노란 빛이 많이 돌 수 있음(1), 케이스가 매우 크고 무거워 들고 다니기 불편(1)","내추럴한 표현 선호(1), 옐로우빛 선호 (단(1), 양 조절 필요)(1), 가릴 것 많은 지성 피부(1), 컨실러 생략 선호(1)",2,나는 티르티르 제용 좋아서 이거 쓰고 싶은데 하시는 분들은 호스를 좀 더 밝은 컬러를 선택한다든가 아니면 쿨이를 조금 넣어 본다든가 그런 식으로 옆으로 아니면은 위로 해서 포스를 좀 바꿔 보시면 좋을 거예요. ||| 개인적으로 진짜 가릴 거 많은 지성 피부에게 좋은 쿠션인데 아 나 21로 쓰니까 21로 사야지 했다가 처박아 두시는 분들을 좀 많이 봐 가지고 안타깝더라고요. 미리 아셨으면 얼마어졌을까.,0
네이밍,네이밍 레이어드 핏 쿠션,3,3.0,1.0,2점:1건 / 3점:1건 / 4점:1건,"깔끔한 세팅광(1), 도자기 결 표현(1), 화사한 핑크 아이보리 컬러(1)","아주 촉촉하게 발리는 타입은 아님(1), 수정 시 꼼꼼히 펴 발라야 함(1)","깔끔한 세팅광(1), 도자기 결 표현(1), 화사한 핑크 아이보리 컬러 선호(1), 수부지 (리뷰어는 건성인데도 무너짐 빠름)(1), 수부지(1)",3,극건성만 수정할 때 살짝만 조심하면 되고 큰 단점 없이 무난하게 잘 맞을 타입이에요. ||| 수부지 피부에 적합한 제품이라고 해서 한번 써 볼까 했는데 지성인 피부인 분들은 이게 어떻게 좀 감당이 되실까라는 좀 걱정이 들더라고요. ||| 커버력은 약해서 전체적으로 컨실러 사용해 주는게 좋지만 전반적으로 괜찮은 육각 쿠션이라 주위에서도 정착한 분들이 많을 정도예요.,0
에이프릴스킨,에이프릴스킨 히어로쿠션,3,3.33,0.58,3점:2건 / 4점:1건,"커버력 좋음(2), 다크닝 거의 없음(1), 유분기 잘 잡아줌(1)","건성/속건조 피부에 당김(1), 모공/요철 커버 부족(1)","학생(2), 지성 피부(1), 다크닝 싫어하는 사람(1), 기미(1), 잡티 커버 원하는 사람(1)",3,다만 주의하셔야 될 피부 타입은 건성이신 분들이나 모공이 넓고 페인용터가 있어서 이 부분을 메꾸는 형태로 커버하고 싶다 하시는 분들은 조금 더 고민을 해 보셔야 될 거 같아요. ||| 나는 커버력도 괜찮고 유분이 올라와도 지저분하지 않고 지속적인 세미트 쿠션 찾는다면 추천. ||| 화면에는 피부가 좋아 보일지 모르겠지만 솜털에 엄청 잘 끼는 느낌이 들어요.,0
오휘,오휘 얼티밋 커버 데니어 쿠션,3,4.67,0.58,4점:1건 / 5점:2건,"휘뚜루마뚜루 사용 가능(1), 피부 컨디션 상관없이 잘 먹음(1), 다크닝 없음(1)","컬러가 밝게 나옴(1), 특징이 무난함 (뾰족한 한 방이 없음)(1)","매일 쿠션 바르는 사람(1), 피부 컨디션 상관없이 무난하게 사용하고 싶은 사람(1), 은은한 광 선호(1), 밀착력 선호(1), 속건조(1)",1,휘들마 둘로 하나만 사야 돼. 한다면이 쿠션을 진짜 강조드려요.,0
